row,seconds,esp32_index,micros,v0,v1
14724,35.791030,14786,35790847,-178,87,4361
14725,35.791422,14787,35791239,-171,51,4373
14726,35.791805,14788,35791622,-171,51,4373
14727,35.792201,14789,35792018,-187,26,4359
14728,35.792597,14790,35792414,-187,26,4359
14729,35.793002,14791,35792819,-187,26,4359
14730,35.793399,14792,35793216,-209,59,4349
14731,35.793802,14793,35793619,-209,59,4349
14732,35.794207,14794,35794024,-232,103,4372
14733,35.794612,14795,35794429,-232,103,4372
14734,35.795007,14796,35794824,-232,103,4372
14735,35.795410,14797,35795227,-222,101,4368
14736,35.795808,14798,35795625,-222,101,4368
14737,35.796215,14799,35796032,-224,69,4356
14738,35.796612,14800,35796429,-224,69,4356
14739,35.797009,14801,35796826,-224,69,4356
14740,35.797411,14802,35797228,-204,88,4349
14741,35.797812,14803,35797629,-204,88,4349
14742,35.798215,14804,35798032,-194,93,4347
14743,35.798612,14805,35798429,-194,93,4347
14744,35.799009,14806,35798826,-194,93,4347
14745,35.799412,14807,35799229,-212,77,4370
14746,35.799814,14808,35799631,-212,77,4370
14747,35.800216,14809,35800033,-202,108,4369
14748,35.800628,14810,35800445,-202,108,4369
14749,35.801018,14811,35800835,-202,108,4369
14750,35.801427,14812,35801244,-221,125,4346
14751,35.801829,14813,35801646,-221,125,4346
14752,35.802223,14814,35802040,-211,99,4365
14753,35.802620,14815,35802437,-211,99,4365
14754,35.803021,14816,35802838,-211,99,4365
14755,35.803423,14817,35803240,-176,93,4371
14756,35.803825,14818,35803642,-176,93,4371
14757,35.804223,14819,35804040,-201,81,4364
14758,35.804635,14820,35804452,-201,81,4364
14759,35.805033,14821,35804850,-201,81,4364
14760,35.805420,14822,35805237,-201,65,4365
14761,35.805804,14823,35805621,-201,65,4365
14762,35.806211,14824,35806028,-197,55,4371
14763,35.806596,14825,35806413,-197,55,4371
14764,35.806998,14826,35806815,-197,55,4371
14765,35.807402,14827,35807219,-195,69,4390
14766,35.807798,14828,35807615,-195,69,4390
14767,35.808210,14829,35808027,-197,90,4372
14768,35.808613,14830,35808430,-197,90,4372
14769,35.809014,14831,35808831,-197,90,4372
14770,35.809418,14832,35809235,-205,95,4321
14771,35.809814,14833,35809631,-205,95,4321
14772,35.810214,14834,35810031,-187,100,4355
14773,35.810617,14835,35810434,-187,100,4355
14774,35.811014,14836,35810831,-187,100,4355
14775,35.811416,14837,35811233,-212,98,4358
14776,35.811817,14838,35811634,-212,98,4358
14777,35.812223,14839,35812040,-231,56,4330
14778,35.812628,14840,35812445,-231,56,4330
14779,35.813018,14841,35812835,-231,56,4330
14780,35.813421,14842,35813238,-232,44,4335
14781,35.813823,14843,35813640,-232,44,4335
14782,35.814219,14844,35814036,-212,82,4359
14783,35.814616,14845,35814433,-212,82,4359
14784,35.815018,14846,35814835,-212,82,4359
14785,35.815421,14847,35815238,-198,93,4414
14786,35.815816,14848,35815633,-198,93,4414
14787,35.816209,14849,35816026,-219,60,4436
14788,35.816606,14850,35816423,-219,60,4436
14789,35.816997,14851,35816814,-219,60,4436
14790,35.817396,14852,35817213,-217,59,4416
14791,35.817780,14853,35817597,-217,59,4416
14792,35.818187,14854,35818004,-188,81,4387
14793,35.818581,14855,35818398,-188,81,4387
14794,35.818969,14856,35818786,-188,81,4387
14795,35.819339,14857,35819156,-178,90,4377
14796,35.819716,14858,35819533,-178,90,4377
14797,35.820110,14859,35819927,-194,102,4356
14798,35.820487,14860,35820304,-194,102,4356
14799,35.820856,14861,35820673,-194,102,4356
14800,35.821226,14862,35821043,-201,73,4361
14801,35.821606,14863,35821423,-201,73,4361
14802,35.821989,14864,35821806,-201,73,4361
14803,35.822377,14865,35822194,-191,71,4377
14804,35.822773,14866,35822590,-191,71,4377
14805,35.823160,14867,35822977,-185,76,4385
14806,35.823550,14868,35823367,-185,76,4385
14807,35.823949,14869,35823766,-185,76,4385
14808,35.824351,14870,35824168,-202,80,4411
14809,35.824748,14871,35824565,-202,80,4411
14810,35.825134,14872,35824951,-201,90,4418
14811,35.825531,14873,35825348,-201,90,4418
14812,35.825911,14874,35825728,-201,90,4418
14813,35.826301,14875,35826118,-212,64,4385
14814,35.826690,14876,35826507,-212,64,4385
14815,35.827088,14877,35826905,-233,61,4361
14816,35.827462,14878,35827279,-233,61,4361
14817,35.827859,14879,35827676,-233,61,4361
14818,35.828255,14880,35828072,-216,70,4347
14819,35.828658,14881,35828475,-216,70,4347
14820,35.829039,14882,35828856,-216,70,4347
14821,35.829408,14883,35829225,-187,73,4331
14822,35.829777,14884,35829594,-187,73,4331
14823,35.830151,14885,35829968,-183,71,4340
14824,35.830541,14886,35830358,-183,71,4340
14825,35.830910,14887,35830727,-183,71,4340
14826,35.831280,14888,35831097,-180,63,4367
14827,35.831652,14889,35831469,-180,63,4367
14828,35.832022,14890,35831839,-180,63,4367
14829,35.832429,14891,35832246,-170,74,4365
14830,35.832798,14892,35832615,-170,74,4365
14831,35.833173,14893,35832990,-166,70,4369
14832,35.833565,14894,35833382,-166,70,4369
14833,35.833960,14895,35833777,-166,70,4369
14834,35.834364,14896,35834181,-164,60,4368
14835,35.834755,14897,35834572,-164,60,4368
14836,35.835155,14898,35834972,-190,68,4344
14837,35.835552,14899,35835369,-190,68,4344
14838,35.835945,14900,35835762,-190,68,4344
14839,35.836348,14901,35836165,-206,68,4351
14840,35.836741,14902,35836558,-206,68,4351
14841,35.837141,14903,35836958,-193,58,4344
14842,35.837536,14904,35837353,-193,58,4344
14843,35.837939,14905,35837756,-193,58,4344
14844,35.838333,14906,35838150,-180,69,4337
14845,35.838717,14907,35838534,-180,69,4337
14846,35.839086,14908,35838903,-177,96,4348
14847,35.839473,14909,35839290,-177,96,4348
14848,35.839872,14910,35839689,-177,96,4348
14849,35.840274,14911,35840091,-183,95,4370
14850,35.840676,14912,35840493,-183,95,4370
14851,35.841046,14913,35840863,-183,95,4370
14852,35.841451,14914,35841268,-192,75,4345
14853,35.841839,14915,35841656,-192,75,4345
14854,35.842222,14916,35842039,-198,69,4317
14855,35.842619,14917,35842436,-198,69,4317
14856,35.842995,14918,35842812,-198,69,4317
14857,35.843383,14919,35843200,-196,83,4330
14858,35.843753,14920,35843570,-196,83,4330
14859,35.844127,14921,35843944,-189,86,4345
14860,35.844521,14922,35844338,-189,86,4345
14861,35.844908,14923,35844725,-189,86,4345
14862,35.845277,14924,35845094,-184,78,4371
14863,35.845649,14925,35845466,-184,78,4371
14864,35.846019,14926,35845836,-184,78,4371
14865,35.846412,14927,35846229,-200,85,4354
14866,35.846809,14928,35846626,-200,85,4354
14867,35.847215,14929,35847032,-213,51,4337
14868,35.847625,14930,35847442,-213,51,4337
14869,35.848014,14931,35847831,-213,51,4337
14870,35.848413,14932,35848230,-199,43,4359
14871,35.848808,14933,35848625,-199,43,4359
14872,35.849209,14934,35849026,-195,67,4341
14873,35.849612,14935,35849429,-195,67,4341
14874,35.850016,14936,35849833,-195,67,4341
14875,35.850411,14937,35850228,-204,95,4353
14876,35.850813,14938,35850630,-204,95,4353
14877,35.851226,14939,35851043,-199,123,4378
14878,35.851629,14940,35851446,-199,123,4378
14879,35.852026,14941,35851843,-199,123,4378
14880,35.852429,14942,35852246,-208,98,4379
14881,35.852824,14943,35852641,-208,98,4379
14882,35.853234,14944,35853051,-206,85,4374
14883,35.853630,14945,35853447,-206,85,4374
14884,35.854027,14946,35853844,-206,85,4374
14885,35.854430,14947,35854247,-177,67,4366
14886,35.854824,14948,35854641,-177,67,4366
14887,35.855235,14949,35855052,-187,62,4396
14888,35.855633,14950,35855450,-187,62,4396
14889,35.856028,14951,35855845,-187,62,4396
14890,35.856431,14952,35856248,-205,72,4403
14891,35.856808,14953,35856625,-205,72,4403
14892,35.857204,14954,35857021,-229,74,4362
14893,35.857595,14955,35857412,-229,74,4362
14894,35.857996,14956,35857813,-229,74,4362
14895,35.858394,14957,35858211,-219,95,4354
14896,35.858784,14958,35858601,-219,95,4354
14897,35.859186,14959,35859003,-206,98,4369
14898,35.859573,14960,35859390,-206,98,4369
14899,35.859963,14961,35859780,-206,98,4369
14900,35.860359,14962,35860176,-206,83,4397
14901,35.860751,14963,35860568,-206,83,4397
14902,35.861152,14964,35860969,-200,80,4392
14903,35.861545,14965,35861362,-200,80,4392
14904,35.861915,14966,35861732,-200,80,4392
14905,35.862300,14967,35862117,-196,65,4347
14906,35.862683,14968,35862500,-196,65,4347
14907,35.863081,14969,35862898,-204,43,4336
14908,35.863489,14970,35863306,-204,43,4336
14909,35.863885,14971,35863702,-204,43,4336
14910,35.864287,14972,35864104,-221,46,4352
14911,35.864683,14973,35864500,-221,46,4352
14912,35.865081,14974,35864898,-190,78,4364
14913,35.865481,14975,35865298,-190,78,4364
14914,35.865875,14976,35865692,-190,78,4364
14915,35.866271,14977,35866088,-181,108,4378
14916,35.866674,14978,35866491,-181,108,4378
14917,35.867063,14979,35866880,-181,108,4378
14918,35.867470,14980,35867287,-185,106,4379
14919,35.867879,14981,35867696,-185,106,4379
14920,35.868274,14982,35868091,-213,79,4325
14921,35.868675,14983,35868492,-213,79,4325
14922,35.869072,14984,35868889,-238,65,4288
14923,35.869464,14985,35869281,-238,65,4288
14924,35.869855,14986,35869672,-238,65,4288
14925,35.870257,14987,35870074,-221,68,4318
14926,35.870659,14988,35870476,-221,68,4318
14927,35.871038,14989,35870855,-221,68,4318
14928,35.871443,14990,35871260,-206,73,4369
14929,35.871833,14991,35871650,-206,73,4369
14930,35.872227,14992,35872044,-203,77,4391
14931,35.872618,14993,35872435,-203,77,4391
14932,35.873009,14994,35872826,-203,77,4391
14933,35.873416,14995,35873233,-206,76,4359
14934,35.873799,14996,35873616,-206,76,4359
14935,35.874193,14997,35874010,-208,93,4339
14936,35.874582,14998,35874399,-208,93,4339
14937,35.874974,14999,35874791,-208,93,4339
14938,35.875378,15000,35875195,-220,96,4339
14939,35.875763,15001,35875580,-220,96,4339
14940,35.876175,15002,35875992,-194,85,4361
14941,35.876566,15003,35876383,-194,85,4361
14942,35.876954,15004,35876771,-194,85,4361
14943,35.877359,15005,35877176,-166,94,4379
14944,35.877751,15006,35877568,-166,94,4379
14945,35.878138,15007,35877955,-177,98,4355
14946,35.878507,15008,35878324,-177,98,4355
14947,35.878876,15009,35878693,-177,98,4355
14948,35.879261,15010,35879078,-183,88,4341
14949,35.879644,15011,35879461,-183,88,4341
14950,35.880019,15012,35879836,-183,88,4341
14951,35.880399,15013,35880216,-191,75,4347
14952,35.880783,15014,35880600,-191,75,4347
14953,35.881157,15015,35880974,-207,81,4370
14954,35.881537,15016,35881354,-207,81,4370
14955,35.881917,15017,35881734,-207,81,4370
14956,35.882306,15018,35882123,-215,87,4381
14957,35.882686,15019,35882503,-215,87,4381
14958,35.883065,15020,35882882,-215,87,4381
14959,35.883459,15021,35883276,-228,84,4366
14960,35.883856,15022,35883673,-228,84,4366
14961,35.884258,15023,35884075,-211,83,4353
14962,35.884661,15024,35884478,-211,83,4353
14963,35.885057,15025,35884874,-211,83,4353
14964,35.885455,15026,35885272,-169,105,4351
14965,35.885858,15027,35885675,-169,105,4351
14966,35.886268,15028,35886085,-198,108,4345
14967,35.886658,15029,35886475,-198,108,4345
14968,35.887055,15030,35886872,-198,108,4345
14969,35.887462,15031,35887279,-209,79,4355
14970,35.887844,15032,35887661,-209,79,4355
14971,35.888233,15033,35888050,-171,87,4356
14972,35.888629,15034,35888446,-171,87,4356
14973,35.889017,15035,35888834,-171,87,4356
14974,35.889413,15036,35889230,-174,101,4373
14975,35.889816,15037,35889633,-174,101,4373
14976,35.890220,15038,35890037,-202,93,4387
14977,35.890633,15039,35890450,-202,93,4387
14978,35.891023,15040,35890840,-202,93,4387
14979,35.891432,15041,35891249,-204,58,4366
14980,35.891828,15042,35891645,-204,58,4366
14981,35.892227,15043,35892044,-185,65,4363
14982,35.892633,15044,35892450,-185,65,4363
14983,35.893022,15045,35892839,-185,65,4363
14984,35.893425,15046,35893242,-170,77,4345
14985,35.893818,15047,35893635,-170,77,4345
14986,35.894228,15048,35894045,-162,54,4339
14987,35.894623,15049,35894440,-162,54,4339
14988,35.895018,15050,35894835,-162,54,4339
14989,35.895422,15051,35895239,-181,69,4359
14990,35.895818,15052,35895635,-181,69,4359
14991,35.896222,15053,35896039,-198,89,4355
14992,35.896626,15054,35896443,-198,89,4355
14993,35.897022,15055,35896839,-198,89,4355
14994,35.897431,15056,35897248,-205,62,4382
14995,35.897826,15057,35897643,-205,62,4382
14996,35.898234,15058,35898051,-223,41,4389
14997,35.898641,15059,35898458,-223,41,4389
14998,35.899031,15060,35898848,-223,41,4389
14999,35.899440,15061,35899257,-216,62,4360
15000,35.899843,15062,35899660,-216,62,4360
15001,35.900245,15063,35900062,-224,66,4367
15002,35.900642,15064,35900459,-224,66,4367
15003,35.901038,15065,35900855,-224,66,4367
15004,35.901434,15066,35901251,-201,55,4364
15005,35.901836,15067,35901653,-201,55,4364
15006,35.902246,15068,35902063,-168,82,4395
15007,35.902652,15069,35902469,-168,82,4395
15008,35.903049,15070,35902866,-168,82,4395
15009,35.903455,15071,35903272,-177,82,4411
15010,35.903850,15072,35903667,-177,82,4411
15011,35.904259,15073,35904076,-194,66,4344
15012,35.904654,15074,35904471,-194,66,4344
15013,35.905042,15075,35904859,-194,66,4344
15014,35.905440,15076,35905257,-210,92,4333
15015,35.905824,15077,35905641,-210,92,4333
15016,35.906235,15078,35906052,-228,118,4335
15017,35.906630,15079,35906447,-228,118,4335
15018,35.907035,15080,35906852,-228,118,4335
15019,35.907430,15081,35907247,-243,112,4326
15020,35.907812,15082,35907629,-243,112,4326
15021,35.908186,15083,35908003,-218,80,4310
15022,35.908556,15084,35908373,-218,80,4310
15023,35.908962,15085,35908779,-218,80,4310
15024,35.909364,15086,35909181,-219,83,4316
15025,35.909760,15087,35909577,-219,83,4316
15026,35.910168,15088,35909985,-221,90,4357
15027,35.910570,15089,35910387,-221,90,4357
15028,35.910973,15090,35910790,-221,90,4357
15029,35.911369,15091,35911186,-222,74,4382
15030,35.911766,15092,35911583,-222,74,4382
15031,35.912167,15093,35911984,-201,78,4374
15032,35.912569,15094,35912386,-201,78,4374
15033,35.912971,15095,35912788,-201,78,4374
15034,35.913372,15096,35913189,-174,94,4358
15035,35.913763,15097,35913580,-174,94,4358
15036,35.914172,15098,35913989,-196,93,4377
15037,35.914573,15099,35914390,-196,93,4377
15038,35.914976,15100,35914793,-196,93,4377
15039,35.915372,15101,35915189,-205,74,4371
15040,35.915768,15102,35915585,-205,74,4371
15041,35.916181,15103,35915998,-205,56,4374
15042,35.916577,15104,35916394,-205,56,4374
15043,35.916986,15105,35916803,-205,56,4374
15044,35.917382,15106,35917199,-202,74,4388
15045,35.917786,15107,35917603,-202,74,4388
15046,35.918191,15108,35918008,-220,91,4362
15047,35.918593,15109,35918410,-220,91,4362
15048,35.918989,15110,35918806,-220,91,4362
15049,35.919398,15111,35919215,-214,83,4344
15050,35.919794,15112,35919611,-214,83,4344
15051,35.920203,15113,35920020,-188,65,4361
15052,35.920605,15114,35920422,-188,65,4361
15053,35.920999,15115,35920816,-188,65,4361
15054,35.921401,15116,35921218,-194,61,4372
15055,35.921804,15117,35921621,-194,61,4372
15056,35.922217,15118,35922034,-213,75,4367
15057,35.922612,15119,35922429,-213,75,4367
15058,35.923016,15120,35922833,-213,75,4367
15059,35.923419,15121,35923236,-199,77,4400
15060,35.923815,15122,35923632,-199,77,4400
15061,35.924228,15123,35924045,-183,60,4403
15062,35.924622,15124,35924439,-183,60,4403
15063,35.925025,15125,35924842,-183,60,4403
15064,35.925428,15126,35925245,-206,59,4363
15065,35.925831,15127,35925648,-206,59,4363
15066,35.926227,15128,35926044,-219,70,4378
15067,35.926636,15129,35926453,-219,70,4378
15068,35.927033,15130,35926850,-219,70,4378
15069,35.927435,15131,35927252,-210,74,4395
15070,35.927831,15132,35927648,-210,74,4395
15071,35.928233,15133,35928050,-207,88,4401
15072,35.928612,15134,35928429,-207,88,4401
15073,35.928996,15135,35928813,-207,88,4401
15074,35.929398,15136,35929215,-201,97,4385
15075,35.929793,15137,35929610,-201,97,4385
15076,35.930199,15138,35930016,-191,91,4346
15077,35.930608,15139,35930425,-191,91,4346
15078,35.931010,15140,35930827,-191,91,4346
15079,35.931412,15141,35931229,-201,88,4353
15080,35.931808,15142,35931625,-201,88,4353
15081,35.932214,15143,35932031,-225,87,4374
15082,35.932625,15144,35932442,-225,87,4374
15083,35.933022,15145,35932839,-225,87,4374
15084,35.933417,15146,35933234,-226,91,4376
15085,35.933827,15147,35933644,-226,91,4376
15086,35.934232,15148,35934049,-208,105,4373
15087,35.934635,15149,35934452,-208,105,4373
15088,35.935032,15150,35934849,-208,105,4373
15089,35.935434,15151,35935251,-205,89,4375
15090,35.935837,15152,35935654,-205,89,4375
15091,35.936233,15153,35936050,-214,80,4374
15092,35.936644,15154,35936461,-214,80,4374
15093,35.937041,15155,35936858,-214,80,4374
15094,35.937443,15156,35937260,-208,77,4369
15095,35.937838,15157,35937655,-208,77,4369
15096,35.938242,15158,35938059,-206,77,4368
15097,35.938644,15159,35938461,-206,77,4368
15098,35.939034,15160,35938851,-206,77,4368
15099,35.939436,15161,35939253,-206,83,4351
15100,35.939838,15162,35939655,-206,83,4351
15101,35.940239,15163,35940056,-214,59,4362
15102,35.940650,15164,35940467,-214,59,4362
15103,35.941046,15165,35940863,-214,59,4362
15104,35.941453,15166,35941270,-211,62,4373
15105,35.941856,15167,35941673,-211,62,4373
15106,35.942259,15168,35942076,-205,85,4383
15107,35.942661,15169,35942478,-205,85,4383
15108,35.943058,15170,35942875,-229,85,4410
15109,35.943466,15171,35943283,-229,85,4410
15110,35.943861,15172,35943678,-229,85,4410
15111,35.944264,15173,35944081,-228,67,4403
15112,35.944667,15174,35944484,-228,67,4403
15113,35.945057,15175,35944874,-221,66,4361
15114,35.945470,15176,35945287,-221,66,4361
15115,35.945858,15177,35945675,-221,66,4361
15116,35.946241,15178,35946058,-236,85,4353
15117,35.946628,15179,35946445,-236,85,4353
15118,35.947025,15180,35946842,-236,85,4353
15119,35.947411,15181,35947228,-247,74,4382
15120,35.947816,15182,35947633,-247,74,4382
15121,35.948228,15183,35948045,-205,80,4388
15122,35.948633,15184,35948450,-205,80,4388
15123,35.949030,15185,35948847,-205,80,4388
15124,35.949432,15186,35949249,-197,100,4368
15125,35.949827,15187,35949644,-197,100,4368
15126,35.950233,15188,35950050,-198,94,4369
15127,35.950644,15189,35950461,-198,94,4369
15128,35.951039,15190,35950856,-198,94,4369
15129,35.951442,15191,35951259,-194,81,4375
15130,35.951844,15192,35951661,-194,81,4375
15131,35.952247,15193,35952064,-196,64,4353
15132,35.952642,15194,35952459,-196,64,4353
15133,35.953047,15195,35952864,-196,64,4353
15134,35.953454,15196,35953271,-192,80,4359
15135,35.953856,15197,35953673,-192,80,4359
15136,35.954251,15198,35954068,-211,91,4393
15137,35.954661,15199,35954478,-211,91,4393
15138,35.955051,15200,35954868,-201,65,4384
15139,35.955458,15201,35955275,-201,65,4384
15140,35.955860,15202,35955677,-201,65,4384
15141,35.956269,15203,35956086,-194,78,4353
15142,35.956665,15204,35956482,-194,78,4353
15143,35.957062,15205,35956879,-177,104,4353
15144,35.957468,15206,35957285,-177,104,4353
15145,35.957870,15207,35957687,-177,104,4353
15146,35.958272,15208,35958089,-187,97,4341
15147,35.958668,15209,35958485,-187,97,4341
15148,35.959057,15210,35958874,-193,91,4335
15149,35.959463,15211,35959280,-193,91,4335
15150,35.959872,15212,35959689,-193,91,4335
15151,35.960275,15213,35960092,-131,93,4370
15152,35.960669,15214,35960486,-131,93,4370
15153,35.961067,15215,35960884,-163,94,4413
15154,35.961472,15216,35961289,-163,94,4413
15155,35.961874,15217,35961691,-163,94,4413
15156,35.962277,15218,35962094,-234,81,4381
15157,35.962672,15219,35962489,-234,81,4381
15158,35.963069,15220,35962886,-217,87,4373
15159,35.963476,15221,35963293,-217,87,4373
15160,35.963878,15222,35963695,-217,87,4373
15161,35.964281,15223,35964098,-216,107,4401
15162,35.964676,15224,35964493,-216,107,4401
15163,35.965073,15225,35964890,-232,92,4381
15164,35.965473,15226,35965290,-232,92,4381
15165,35.965882,15227,35965699,-232,92,4381
15166,35.966284,15228,35966101,-203,76,4367
15167,35.966681,15229,35966498,-203,76,4367
15168,35.967070,15230,35966887,-193,98,4350
15169,35.967476,15231,35967293,-193,98,4350
15170,35.967886,15232,35967703,-193,98,4350
15171,35.968288,15233,35968105,-213,97,4326
15172,35.968683,15234,35968500,-213,97,4326
15173,35.969072,15235,35968889,-216,96,4344
15174,35.969479,15236,35969296,-216,96,4344
15175,35.969888,15237,35969705,-216,96,4344
15176,35.970290,15238,35970107,-217,102,4366
15177,35.970685,15239,35970502,-217,102,4366
15178,35.971082,15240,35970899,-223,90,4365
15179,35.971488,15241,35971305,-223,90,4365
15180,35.971891,15242,35971708,-223,90,4365
15181,35.972278,15243,35972095,-211,91,4382
15182,35.972673,15244,35972490,-211,91,4382
15183,35.973070,15245,35972887,-217,96,4374
15184,35.973477,15246,35973294,-217,96,4374
15185,35.973873,15247,35973690,-217,96,4374
15186,35.974275,15248,35974092,-219,78,4358
15187,35.974672,15249,35974489,-219,78,4358
15188,35.975061,15250,35974878,-220,91,4344
15189,35.975470,15251,35975287,-220,91,4344
15190,35.975873,15252,35975690,-220,91,4344
15191,35.976268,15253,35976085,-221,93,4343
15192,35.976673,15254,35976490,-221,93,4343
15193,35.977062,15255,35976879,-195,54,4340
15194,35.977469,15256,35977286,-195,54,4340
15195,35.977876,15257,35977693,-195,54,4340
15196,35.978279,15258,35978096,-213,63,4346
15197,35.978675,15259,35978492,-213,63,4346
15198,35.979065,15260,35978882,-221,94,4370
15199,35.979470,15261,35979287,-221,94,4370
15200,35.979880,15262,35979697,-221,94,4370
15201,35.980275,15263,35980092,-205,105,4356
15202,35.980677,15264,35980494,-205,105,4356
15203,35.981074,15265,35980891,-199,98,4340
15204,35.981481,15266,35981298,-199,98,4340
15205,35.981883,15267,35981700,-199,98,4340
15206,35.982285,15268,35982102,-203,92,4346
15207,35.982681,15269,35982498,-203,92,4346
15208,35.983077,15270,35982894,-209,77,4374
15209,35.983478,15271,35983295,-209,77,4374
15210,35.983881,15272,35983698,-209,77,4374
15211,35.984282,15273,35984099,-195,67,4366
15212,35.984678,15274,35984495,-195,67,4366
15213,35.985075,15275,35984892,-194,91,4376
15214,35.985481,15276,35985298,-194,91,4376
15215,35.985877,15277,35985694,-194,91,4376
15216,35.986279,15278,35986096,-192,105,4384
15217,35.986681,15279,35986498,-192,105,4384
15218,35.987077,15280,35986894,-197,79,4360
15219,35.987483,15281,35987300,-197,79,4360
15220,35.987886,15282,35987703,-197,79,4360
15221,35.988283,15283,35988100,-217,80,4399
15222,35.988685,15284,35988502,-217,80,4399
15223,35.989055,15285,35988872,-207,87,4397
15224,35.989456,15286,35989273,-207,87,4397
15225,35.989850,15287,35989667,-207,87,4397
15226,35.990255,15288,35990072,-211,67,4352
15227,35.990659,15289,35990476,-211,67,4352
15228,35.991049,15290,35990866,-230,75,4322
15229,35.991460,15291,35991277,-230,75,4322
15230,35.991856,15292,35991673,-230,75,4322
15231,35.992265,15293,35992082,-219,96,4335
15232,35.992660,15294,35992477,-219,96,4335
15233,35.993058,15295,35992875,-219,87,4375
15234,35.993463,15296,35993280,-219,87,4375
15235,35.993865,15297,35993682,-219,87,4375
15236,35.994267,15298,35994084,-221,83,4382
15237,35.994663,15299,35994480,-221,83,4382
15238,35.995060,15300,35994877,-201,92,4331
15239,35.995459,15301,35995276,-201,92,4331
15240,35.995861,15302,35995678,-201,92,4331
15241,35.996270,15303,35996087,-200,87,4316
15242,35.996668,15304,35996485,-200,87,4316
15243,35.997058,15305,35996875,-207,85,4385
15244,35.997466,15306,35997283,-207,85,4385
15245,35.997861,15307,35997678,-207,85,4385
15246,35.998271,15308,35998088,-194,87,4396
15247,35.998667,15309,35998484,-194,87,4396
15248,35.999064,15310,35998881,-193,78,4368
15249,35.999463,15311,35999280,-193,78,4368
15250,35.999864,15312,35999681,-193,78,4368
15251,36.000266,15313,36000083,-213,74,4369
15252,36.000669,15314,36000486,-213,74,4369
15253,36.001059,15315,36000876,-205,82,4371
15254,36.001463,15316,36001280,-205,82,4371
15255,36.001865,15317,36001682,-205,82,4371
15256,36.002268,15318,36002085,-202,62,4368
15257,36.002666,15319,36002483,-202,62,4368
15258,36.003062,15320,36002879,-218,70,4403
15259,36.003470,15321,36003287,-218,70,4403
15260,36.003865,15322,36003682,-218,70,4403
15261,36.004266,15323,36004083,-197,76,4385
15262,36.004669,15324,36004486,-197,76,4385
15263,36.005066,15325,36004883,-217,45,4341
15264,36.005464,15326,36005281,-217,45,4341
15265,36.005866,15327,36005683,-217,45,4341
15266,36.006268,15328,36006085,-230,55,4368
15267,36.006673,15329,36006490,-230,55,4368
15268,36.007071,15330,36006888,-196,72,4377
15269,36.007477,15331,36007294,-196,72,4377
15270,36.007872,15332,36007689,-196,72,4377
15271,36.008275,15333,36008092,-207,80,4383
15272,36.008677,15334,36008494,-207,80,4383
15273,36.009067,15335,36008884,-228,76,4374
15274,36.009481,15336,36009298,-228,76,4374
15275,36.009875,15337,36009692,-228,76,4374
15276,36.010284,15338,36010101,-220,74,4357
15277,36.010681,15339,36010498,-220,74,4357
15278,36.011078,15340,36010895,-208,72,4390
15279,36.011483,15341,36011300,-208,72,4390
15280,36.011886,15342,36011703,-208,72,4390
15281,36.012287,15343,36012104,-198,62,4392
15282,36.012675,15344,36012492,-198,62,4392
15283,36.013064,15345,36012881,-191,64,4369
15284,36.013471,15346,36013288,-191,64,4369
15285,36.013873,15347,36013690,-191,64,4369
15286,36.014275,15348,36014092,-193,71,4340
15287,36.014672,15349,36014489,-193,71,4340
15288,36.015069,15350,36014886,-201,79,4338
15289,36.015475,15351,36015292,-201,79,4338
15290,36.015879,15352,36015696,-201,79,4338
15291,36.016274,15353,36016091,-203,96,4365
15292,36.016676,15354,36016493,-203,96,4365
15293,36.017066,15355,36016883,-208,70,4359
15294,36.017467,15356,36017284,-208,70,4359
15295,36.017864,15357,36017681,-208,70,4359
15296,36.018273,15358,36018090,-220,64,4383
15297,36.018668,15359,36018485,-220,64,4383
15298,36.019065,15360,36018882,-201,115,4397
15299,36.019464,15361,36019281,-201,115,4397
15300,36.019867,15362,36019684,-201,115,4397
15301,36.020262,15363,36020079,-187,109,4358
15302,36.020668,15364,36020485,-187,109,4358
15303,36.021065,15365,36020882,-185,84,4361
15304,36.021462,15366,36021279,-185,84,4361
15305,36.021865,15367,36021682,-185,84,4361
15306,36.022258,15368,36022075,-184,83,4384
15307,36.022649,15369,36022466,-184,83,4384
15308,36.023038,15370,36022855,-216,81,4348
15309,36.023445,15371,36023262,-216,81,4348
15310,36.023849,15372,36023666,-216,81,4348
15311,36.024249,15373,36024066,-212,74,4336
15312,36.024652,15374,36024469,-212,74,4336
15313,36.025049,15375,36024866,-177,54,4376
15314,36.025449,15376,36025266,-177,54,4376
15315,36.025859,15377,36025676,-177,54,4376
15316,36.026261,15378,36026078,-195,59,4391
15317,36.026665,15379,36026482,-195,59,4391
15318,36.027054,15380,36026871,-224,68,4380
15319,36.027459,15381,36027276,-224,68,4380
15320,36.027868,15382,36027685,-224,68,4380
15321,36.028263,15383,36028080,-212,51,4350
15322,36.028667,15384,36028484,-212,51,4350
15323,36.029063,15385,36028880,-197,64,4345
15324,36.029468,15386,36029285,-197,64,4345
15325,36.029864,15387,36029681,-197,64,4345
15326,36.030272,15388,36030089,-192,78,4400
15327,36.030669,15389,36030486,-192,78,4400
15328,36.031058,15390,36030875,-177,71,4403
15329,36.031465,15391,36031282,-177,71,4403
15330,36.031874,15392,36031691,-177,71,4403
