row,seconds,esp32_index,micros,ax,ay,az
0,0.000000,2524,4138994,5811.09,572.66,2413.0200000000004
1,0.001000,2525,4139994,6616.09,957.66,1861.0200000000004
2,0.001999,2526,4140993,4428.09,706.66,1482.0200000000004
3,0.003000,2527,4141994,1605.09,49.66,1121.0200000000004
4,0.004000,2528,4142994,506.09000000000003,7.66,-689.9799999999996
5,0.004999,2529,4143993,648.09,-139.34,-1728.9799999999996
6,0.006000,2530,4144994,1537.09,-648.34,-1598.9799999999996
7,0.007000,2531,4145994,1895.09,-493.34,-2359.9799999999996
8,0.007999,2532,4146993,32.09,-502.34,-2748.9799999999996
9,0.009000,2533,4147994,-1721.91,-298.34,-1697.9799999999996
10,0.010000,2534,4148994,-1471.91,-150.34,-690.9799999999996
11,0.011000,2535,4149994,-910.91,-124.34,-23.979999999999563
12,0.012000,2536,4150994,-1008.91,12.66,1689.0200000000004
13,0.013000,2537,4151994,-809.91,567.66,2569.0200000000004
14,0.014000,2538,4152994,-957.91,1353.66,2424.0200000000004
15,0.015000,2539,4153994,-61.91,1027.66,3201.0200000000004
16,0.016000,2540,4154994,-4144.91,585.66,3313.0200000000004
17,0.017000,2541,4155994,-8354.91,201.66,2450.0200000000004
18,0.018000,2542,4156994,-9032.91,148.66,473.02000000000044
19,0.019000,2543,4157994,-7628.91,515.66,-1444.9799999999996
20,0.020000,2544,4158994,1241.09,362.66,-1469.9799999999996
21,0.021000,2545,4159994,10401.09,-442.34,-1392.9799999999996
22,0.022000,2546,4160994,11747.09,-362.34,-1203.9799999999996
23,0.023000,2547,4161994,4940.09,216.66,-536.9799999999996
24,0.024000,2548,4162994,-2280.91,-37.34,-373.97999999999956
25,0.025000,2549,4163994,-5576.91,-475.34,-145.97999999999956
26,0.026000,2550,4164994,-3368.91,-620.34,-996.9799999999996
27,0.027000,2551,4165994,2428.09,-725.34,-1600.9799999999996
28,0.028000,2552,4166994,3431.09,-473.34,-1403.9799999999996
29,0.029000,2553,4167994,2044.09,-563.34,-1823.9799999999996
30,0.030000,2554,4168994,-2620.91,-136.34,-2497.9799999999996
31,0.031000,2555,4169994,-4828.91,221.66,-765.9799999999996
32,0.032000,2556,4170994,-1796.91,-569.34,2136.0200000000004
33,0.033000,2557,4171994,810.09,-271.34,2541.0200000000004
34,0.034000,2558,4172994,3703.09,555.66,2285.0200000000004
35,0.035000,2559,4173994,5326.09,811.66,2122.0200000000004
36,0.036000,2560,4174994,5828.09,814.66,1656.0200000000004
37,0.037000,2561,4175994,4446.09,352.66,1441.0200000000004
38,0.038000,2562,4176994,1439.09,-8.34,87.02000000000044
39,0.039000,2563,4177994,-225.91,148.66,-1488.9799999999996
40,0.040000,2564,4178994,714.09,-468.34,-1502.9799999999996
41,0.040999,2565,4179993,2198.09,-801.34,-1865.9799999999996
42,0.042000,2566,4180994,1503.09,-276.34,-2856.9799999999996
43,0.043000,2567,4181994,-1862.91,-351.34,-2319.9799999999996
44,0.044000,2568,4182994,-722.91,-598.34,-991.9799999999996
45,0.045000,2569,4183994,-1268.91,123.66,-529.9799999999996
46,0.046000,2570,4184994,-1226.91,100.66,794.0200000000004
47,0.047000,2571,4185994,-326.90999999999997,-155.34,2170.0200000000004
48,0.048000,2572,4186994,-1571.91,1188.66,2475.0200000000004
49,0.048999,2573,4187993,-1330.91,1435.66,2876.0200000000004
50,0.049999,2574,4188993,-1440.91,471.66,3366.0200000000004
51,0.051000,2575,4189994,-3952.91,360.66,3227.0200000000004
52,0.052000,2576,4190994,-9374.91,361.66,1640.0200000000004
53,0.053000,2577,4191994,-11333.91,256.66,-653.9799999999996
54,0.054000,2578,4192994,-3500.91,364.66,-1415.9799999999996
55,0.055000,2579,4193994,7342.09,49.66,-1525.9799999999996
56,0.056000,2580,4194994,11166.09,-272.34,-1658.9799999999996
57,0.057000,2581,4195994,9650.09,-327.34,-765.9799999999996
58,0.058000,2582,4196994,1535.09,24.66,-702.9799999999996
59,0.059000,2583,4197994,-4693.91,-33.34,-353.97999999999956
60,0.060000,2584,4198994,-5336.91,-508.34,-397.97999999999956
61,0.061000,2585,4199994,-55.91,-767.34,-1328.9799999999996
62,0.062000,2586,4200994,3558.09,-665.34,-1328.9799999999996
63,0.063000,2587,4201994,2673.09,-595.34,-1431.9799999999996
64,0.063999,2588,4202993,-165.91,-261.34,-2301.9799999999996
65,0.065000,2589,4203994,-4195.91,50.66,-2030.9799999999996
66,0.066000,2590,4204994,-3628.91,-355.34,533.0200000000004
67,0.067000,2591,4205994,-1015.91,-399.34,2354.0200000000004
68,0.068000,2592,4206994,1765.09,26.66,2431.0200000000004
69,0.069000,2593,4207994,5571.09,605.66,2458.0200000000004
70,0.070000,2594,4208994,6609.09,1017.66,1840.0200000000004
71,0.071000,2595,4209994,4484.09,778.66,1427.0200000000004
72,0.072000,2596,4210994,2256.09,19.66,1330.0200000000004
73,0.073000,2597,4211994,1066.09,28.66,-615.9799999999996
74,0.074000,2598,4212994,742.09,4.66,-1783.9799999999996
75,0.075000,2599,4213994,1302.09,-709.34,-1473.9799999999996
76,0.076000,2600,4214994,1818.09,-629.34,-2418.9799999999996
77,0.077000,2601,4215994,-261.90999999999997,-224.34,-3063.9799999999996
78,0.078000,2602,4216994,-1645.91,-475.34,-1745.9799999999996
79,0.079000,2603,4217994,-929.91,-427.34,-713.9799999999996
80,0.080000,2604,4218994,-1094.91,105.66,-130.97999999999956
81,0.081000,2605,4219994,-1171.91,-145.34,1697.0200000000004
82,0.082000,2606,4220994,-1299.91,494.66,2402.0200000000004
83,0.083000,2607,4221994,-1071.91,1502.66,2436.0200000000004
84,0.084000,2608,4222994,72.09,1114.66,3115.0200000000004
85,0.085000,2609,4223994,-3952.91,712.66,3350.0200000000004
86,0.086000,2610,4224994,-7080.91,64.66,2953.0200000000004
87,0.087000,2611,4225994,-8328.91,202.66,801.0200000000004
88,0.088000,2612,4226994,-8604.91,519.66,-1223.9799999999996
89,0.089000,2613,4227994,-214.91,272.66,-1471.9799999999996
90,0.090000,2614,4228994,9531.09,-247.34,-1591.9799999999996
91,0.091000,2615,4229994,12156.09,-514.34,-1345.9799999999996
92,0.092000,2616,4230994,5843.09,140.66,-812.9799999999996
93,0.093000,2617,4231994,-1906.91,114.66,-700.9799999999996
94,0.094000,2618,4232994,-5203.91,-468.34,-309.97999999999956
95,0.095000,2619,4233994,-3947.91,-615.34,-954.9799999999996
96,0.096000,2620,4234994,1917.09,-650.34,-1415.9799999999996
97,0.096999,2621,4235993,3780.09,-678.34,-1134.9799999999996
98,0.098000,2622,4236994,2263.09,-497.34,-1775.9799999999996
99,0.099000,2623,4237994,-2078.91,34.66,-2480.9799999999996
100,0.100000,2624,4238994,-4705.91,-1.34,-876.9799999999996
101,0.101000,2625,4239994,-2242.91,-441.34,1825.0200000000004
102,0.102000,2626,4240994,247.09,-304.34,2435.0200000000004
103,0.103000,2627,4241994,3193.09,421.66,2345.0200000000004
104,0.104000,2628,4242994,5084.09,877.66,2261.0200000000004
105,0.104999,2629,4243993,6173.09,725.66,1690.0200000000004
106,0.106000,2630,4244994,5105.09,416.66,1463.0200000000004
107,0.106999,2631,4245993,1541.09,67.66,307.02000000000044
108,0.108000,2632,4246994,-53.91,29.66,-1311.9799999999996
109,0.108999,2633,4247993,419.09000000000003,-390.34,-1579.9799999999996
110,0.110000,2634,4248994,1912.09,-797.34,-1796.9799999999996
111,0.111000,2635,4249994,1493.09,-322.34,-2838.9799999999996
112,0.112000,2636,4250994,-1449.91,-330.34,-2430.9799999999996
113,0.113000,2637,4251994,-651.91,-593.34,-1080.9799999999996
114,0.113999,2638,4252993,-1132.91,60.66,-671.9799999999996
115,0.115000,2639,4253994,-806.91,4.66,692.0200000000004
116,0.116000,2640,4254994,-374.90999999999997,14.66,2220.0200000000004
117,0.117000,2641,4255994,-2050.91,980.66,2446.0200000000004
118,0.118000,2642,4256994,-1605.91,1367.66,2775.0200000000004
119,0.119000,2643,4257994,-1474.91,875.66,3378.0200000000004
120,0.119999,2644,4258993,-3223.91,214.66,3246.0200000000004
121,0.121000,2645,4259994,-8972.91,400.66,1739.0200000000004
122,0.121999,2646,4260993,-11738.91,458.66,-485.97999999999956
123,0.123000,2647,4261994,-3727.91,14.66,-1238.9799999999996
124,0.124000,2648,4262994,5917.09,173.66,-1427.9799999999996
125,0.125000,2649,4263994,10691.09,-259.34,-1607.9799999999996
126,0.126000,2650,4264994,10019.09,-376.34,-910.9799999999996
127,0.126999,2651,4265993,2346.09,247.66,-606.9799999999996
128,0.128000,2652,4266994,-3870.91,-126.34,-318.97999999999956
129,0.129000,2653,4267994,-5399.91,-275.34,-562.9799999999996
130,0.130000,2654,4268994,-393.90999999999997,-760.34,-1258.9799999999996
131,0.130999,2655,4269993,3234.09,-786.34,-1349.9799999999996
132,0.132000,2656,4270994,2364.09,-457.34,-1397.9799999999996
133,0.133000,2657,4271994,276.09000000000003,-380.34,-2116.9799999999996
134,0.134000,2658,4272994,-3783.91,15.66,-2175.9799999999996
135,0.135000,2659,4273994,-3779.91,-165.34,407.02000000000044
136,0.136000,2660,4274994,-1295.91,-448.34,2512.0200000000004
137,0.137000,2661,4275994,1115.09,-6.34,2337.0200000000004
138,0.138000,2662,4276994,5371.09,581.66,2359.0200000000004
139,0.139000,2663,4277994,6872.09,816.66,1915.0200000000004
140,0.140000,2664,4278994,4908.09,839.66,1405.0200000000004
141,0.141000,2665,4279994,2729.09,134.66,1285.0200000000004
142,0.142000,2666,4280994,1122.09,-24.34,-443.97999999999956
143,0.143000,2667,4281994,281.09000000000003,25.66,-1669.9799999999996
144,0.144000,2668,4282994,740.09,-632.34,-1478.9799999999996
145,0.145000,2669,4283994,1974.09,-776.34,-2250.9799999999996
146,0.146000,2670,4284994,302.09000000000003,-327.34,-2939.9799999999996
147,0.147000,2671,4285994,-1482.91,-254.34,-1996.9799999999996
148,0.147999,2672,4286993,-935.91,-507.34,-859.9799999999996
149,0.149000,2673,4287994,-1019.91,62.66,-273.97999999999956
150,0.150000,2674,4288994,-796.91,-26.34,1535.0200000000004
151,0.151000,2675,4289994,-735.91,359.66,2562.0200000000004
152,0.152000,2676,4290994,-1341.91,1362.66,2547.0200000000004
153,0.153000,2677,4291994,-421.90999999999997,1137.66,3100.0200000000004
154,0.154000,2678,4292994,-4213.91,805.66,3198.0200000000004
155,0.155000,2679,4293994,-7240.91,121.66,2965.0200000000004
156,0.155999,2680,4294993,-7831.91,187.66,917.0200000000004
157,0.157000,2681,4295994,-8534.91,518.66,-1253.9799999999996
158,0.158000,2682,4296994,-1066.91,155.66,-1459.9799999999996
159,0.159000,2683,4297994,8928.09,-270.34,-1655.9799999999996
160,0.160000,2684,4298994,11980.09,-313.34,-1408.9799999999996
161,0.161000,2685,4299994,6048.09,40.66,-739.9799999999996
162,0.161999,2686,4300993,-870.91,75.66,-563.9799999999996
163,0.163000,2687,4301994,-4773.91,-357.34,-167.97999999999956
164,0.164000,2688,4302994,-3881.91,-756.34,-713.9799999999996
165,0.165000,2689,4303994,1600.09,-675.34,-1460.9799999999996
166,0.166000,2690,4304994,3180.09,-444.34,-1353.9799999999996
167,0.166999,2691,4305993,2170.09,-507.34,-1782.9799999999996
168,0.168000,2692,4306994,-1717.91,-52.34,-2559.9799999999996
169,0.168999,2693,4307993,-4055.91,35.66,-1125.9799999999996
170,0.170000,2694,4308994,-2318.91,-435.34,1651.0200000000004
171,0.171000,2695,4309994,-350.90999999999997,-277.34,2442.0200000000004
172,0.172000,2696,4310994,2585.09,314.66,2236.0200000000004
173,0.173000,2697,4311994,4710.09,712.66,2369.0200000000004
174,0.174000,2698,4312994,6611.09,684.66,1814.0200000000004
