row,seconds,esp32_index,micros,ax,ay,az
0,0.000000,1344,2958993,-18880.97,-347.63,2001.5600000000004
1,0.001000,1345,2959993,-10623.97,-57.629999999999995,2116.5600000000004
2,0.002000,1346,2960993,2815.03,182.37,2086.5600000000004
3,0.003000,1347,2961993,6353.03,-468.63,692.5600000000004
4,0.004000,1348,2962993,4631.03,92.37,-427.4399999999996
5,0.005000,1349,2963993,2393.03,1147.37,-2223.4399999999996
6,0.006000,1350,2964993,4862.03,865.37,-3233.4399999999996
7,0.007000,1351,2965993,8210.03,466.37,-2529.4399999999996
8,0.008000,1352,2966993,8925.03,-491.63,-1748.4399999999996
9,0.009000,1353,2967993,2121.03,-221.63,-2107.4399999999996
10,0.010000,1354,2968993,-6319.97,466.37,-3175.4399999999996
11,0.011000,1355,2969993,-2313.97,104.37,-3934.4399999999996
12,0.012000,1356,2970993,8348.03,520.37,-4837.44
13,0.013000,1357,2971993,19463.03,-338.63,-2202.4399999999996
14,0.014000,1358,2972993,19898.03,-200.63,-351.4399999999996
15,0.014999,1359,2973992,7844.03,895.37,-1084.4399999999996
16,0.016000,1360,2974993,-5662.97,667.37,1497.5600000000004
17,0.017000,1361,2975993,-11777.97,482.37,3968.5600000000004
18,0.018000,1362,2976993,-6755.97,-243.63,3000.5600000000004
19,0.019000,1363,2977993,80.03,-1053.63,2907.5600000000004
20,0.020000,1364,2978993,4593.03,-524.63,3605.5600000000004
21,0.021000,1365,2979993,2517.03,-270.63,1233.5600000000004
22,0.021999,1366,2980992,-2622.97,-388.63,257.5600000000004
23,0.023000,1367,2981993,-14041.97,-319.63,1928.5600000000004
24,0.024000,1368,2982993,-21734.97,-1031.63,2306.5600000000004
25,0.025000,1369,2983993,-18394.97,-341.63,2088.5600000000004
26,0.026000,1370,2984993,-14071.97,400.37,1944.5600000000004
27,0.026999,1371,2985992,-1117.97,-102.63,2305.5600000000004
28,0.028000,1372,2986993,6844.03,-548.63,1119.5600000000004
29,0.029000,1373,2987993,5845.03,-104.63,-147.4399999999996
30,0.030000,1374,2988993,2322.03,1138.37,-1804.4399999999996
31,0.031000,1375,2989993,3092.03,982.37,-3032.4399999999996
32,0.032000,1376,2990993,8166.03,569.37,-2700.4399999999996
33,0.033000,1377,2991993,9902.03,-170.63,-2142.4399999999996
34,0.034000,1378,2992993,4295.03,-434.63,-1693.4399999999996
35,0.035000,1379,2993993,-6088.97,179.37,-2814.4399999999996
36,0.036000,1380,2994993,-3522.97,317.37,-3723.4399999999996
37,0.037000,1381,2995993,5759.03,346.37,-4948.44
