row,seconds,esp32_index,micros,ax,ay,az
0,0.000000,2250,3864993,-8961.33,824.68,2366.1899999999996
1,0.001000,2251,3865993,-9296.33,358.68,4310.19
2,0.002000,2252,3866993,-1589.33,-540.32,3388.1899999999996
3,0.003000,2253,3867993,4339.67,-1137.32,3622.1899999999996
4,0.004000,2254,3868993,3910.67,-267.32,3059.1899999999996
5,0.005000,2255,3869993,-2765.33,53.68,675.1899999999996
6,0.006000,2256,3870993,-10508.33,-338.32,1178.1899999999996
7,0.007000,2257,3871993,-20210.33,-962.32,3317.1899999999996
8,0.008000,2258,3872993,-21700.33,-784.32,2534.1899999999996
9,0.009000,2259,3873993,-17032.33,133.68,1644.1899999999996
10,0.010000,2260,3874993,-7042.33,-235.32,3021.1899999999996
11,0.011000,2261,3875993,3563.67,162.68,2270.1899999999996
12,0.012000,2262,3876993,5800.67,-8.32,27.1899999999996
13,0.012999,2263,3877992,5036.67,31.68,-623.8100000000004
14,0.014000,2264,3878993,3606.67,968.68,-2123.8100000000004
15,0.014999,2265,3879992,6252.67,997.68,-3481.8100000000004
16,0.016000,2266,3880993,7755.67,246.68,-3277.8100000000004
17,0.017000,2267,3881993,7020.67,-714.32,-2418.8100000000004
18,0.018000,2268,3882993,1012.67,-206.32,-2709.8100000000004
19,0.019000,2269,3883993,-3827.33,359.68,-3978.8100000000004
20,0.020000,2270,3884993,1985.67,296.68,-4708.81
21,0.020999,2271,3885992,12389.67,64.68,-4871.81
22,0.022000,2272,3886993,19861.67,-274.32,-2076.8100000000004
23,0.023000,2273,3887993,17295.67,-46.32,37.1899999999996
24,0.024000,2274,3888993,2736.67,1004.68,-658.8100000000004
25,0.025000,2275,3889993,-8404.33,989.68,1777.1899999999996
26,0.026000,2276,3890993,-8856.33,-178.32,4401.19
27,0.027000,2277,3891993,-3320.33,98.68,3636.1899999999996
28,0.028000,2278,3892993,3681.67,-872.32,3674.1899999999996
29,0.029000,2279,3893993,4097.67,-1008.32,3046.1899999999996
30,0.030000,2280,3894993,-2285.33,312.68,766.1899999999996
31,0.031000,2281,3895993,-9294.33,-425.32,1255.1899999999996
32,0.032000,2282,3896993,-18372.33,-1239.32,3186.1899999999996
33,0.033000,2283,3897993,-21401.33,-555.32,2671.1899999999996
34,0.034000,2284,3898993,-19019.33,5.68,1226.1899999999996
35,0.035000,2285,3899993,-9553.33,-125.32,2612.1899999999996
36,0.036000,2286,3900993,2961.67,183.68,2715.1899999999996
37,0.037000,2287,3901993,6643.67,-123.32,256.1899999999996
38,0.037999,2288,3902992,5631.67,287.68,-489.8100000000004
39,0.039000,2289,3903993,4017.67,734.68,-1706.8100000000004
40,0.040000,2290,3904993,5915.67,1027.68,-3399.8100000000004
41,0.041000,2291,3905993,7638.67,640.68,-3383.8100000000004
42,0.041999,2292,3906992,7383.67,-682.32,-2313.8100000000004
43,0.043000,2293,3907993,1939.67,-304.32,-2766.8100000000004
44,0.044000,2294,3908993,-3994.33,309.68,-3980.8100000000004
45,0.045003,2295,3909996,720.67,156.68,-4255.81
46,0.046000,2296,3910993,11112.67,199.68,-4995.81
47,0.047000,2297,3911993,19084.67,-277.32,-2727.8100000000004
48,0.048000,2298,3912993,17444.67,-172.32,-42.8100000000004
49,0.049000,2299,3913993,4935.67,701.68,-679.8100000000004
50,0.050000,2300,3914993,-7670.33,1161.68,1217.1899999999996
51,0.051000,2301,3915993,-9318.33,281.68,4538.19
52,0.052000,2302,3916993,-3803.33,-318.32,3542.1899999999996
53,0.052999,2303,3917992,2556.67,-454.32,3214.1899999999996
54,0.054000,2304,3918993,5124.67,-1046.32,4004.1899999999996
55,0.055000,2305,3919993,-804.33,-73.32,1145.1899999999996
56,0.056000,2306,3920993,-7719.33,92.68,692.1899999999996
57,0.057000,2307,3921993,-17414.33,-1092.32,2947.1899999999996
58,0.058000,2308,3922993,-21822.33,-876.32,2830.1899999999996
59,0.058999,2309,3923992,-18960.33,70.68,1508.1899999999996
60,0.060000,2310,3924993,-10670.33,-167.32,2092.1899999999996
61,0.061000,2311,3925993,1126.67,-25.32,2532.1899999999996
62,0.062000,2312,3926993,6145.67,-123.32,575.1899999999996
63,0.063000,2313,3927993,5730.67,27.68,-821.8100000000004
64,0.064000,2314,3928993,3113.67,866.68,-1685.8100000000004
65,0.065000,2315,3929993,5071.67,999.68,-2978.8100000000004
66,0.066000,2316,3930993,8419.67,535.68,-3222.8100000000004
67,0.067000,2317,3931993,7752.67,-422.32,-2341.8100000000004
68,0.068000,2318,3932993,2573.67,-384.32,-2550.8100000000004
69,0.069000,2319,3933993,-4502.33,398.68,-3645.8100000000004
70,0.070000,2320,3934993,309.67,115.68,-3736.8100000000004
71,0.071000,2321,3935993,10034.67,116.68,-5017.81
72,0.072000,2322,3936993,17762.67,183.68,-3601.8100000000004
73,0.073000,2323,3937993,18824.67,-215.32,-91.8100000000004
74,0.074000,2324,3938993,7262.67,423.68,-403.8100000000004
75,0.074999,2325,3939992,-5618.33,1110.68,688.1899999999996
76,0.076000,2326,3940993,-9880.33,377.68,3940.1899999999996
77,0.077000,2327,3941993,-5292.33,-287.32,3865.1899999999996
78,0.078000,2328,3942993,1388.67,-648.32,3175.1899999999996
79,0.079000,2329,3943993,4984.67,-1022.32,3583.1899999999996
80,0.080000,2330,3944993,703.67,-113.32,1385.1899999999996
81,0.081000,2331,3945993,-5385.33,-71.32,519.1899999999996
82,0.082000,2332,3946993,-16338.33,-731.32,2598.1899999999996
83,0.083000,2333,3947993,-22710.33,-859.32,2934.1899999999996
84,0.084000,2334,3948993,-19574.33,-118.32,1698.1899999999996
85,0.085000,2335,3949993,-12434.33,5.68,2384.1899999999996
86,0.086000,2336,3950993,-547.33,-71.32,3241.1899999999996
87,0.087000,2337,3951993,5981.67,-54.32,1023.1899999999996
88,0.088000,2338,3952993,6785.67,-79.32,-448.8100000000004
89,0.089000,2339,3953993,3476.67,765.68,-1331.8100000000004
90,0.089999,2340,3954992,4222.67,1113.68,-2936.8100000000004
91,0.091000,2341,3955993,7784.67,585.68,-3443.8100000000004
92,0.092000,2342,3956993,7945.67,-432.32,-2808.8100000000004
93,0.093000,2343,3957993,3363.67,-443.32,-2431.8100000000004
94,0.094000,2344,3958993,-4312.33,183.68,-3482.8100000000004
95,0.095000,2345,3959993,-579.33,172.68,-4092.8100000000004
96,0.096000,2346,3960993,8931.67,273.68,-5141.81
97,0.097000,2347,3961993,17382.67,78.68,-3677.8100000000004
98,0.098000,2348,3962993,19767.67,-220.32,-213.8100000000004
99,0.099000,2349,3963993,9053.67,432.68,-462.8100000000004
100,0.100000,2350,3964993,-4343.33,1016.68,428.1899999999996
101,0.101000,2351,3965993,-9811.33,561.68,3859.1899999999996
102,0.101999,2352,3966992,-5830.33,-105.32,3995.1899999999996
103,0.103000,2353,3967993,380.67,-601.32,3000.1899999999996
104,0.104000,2354,3968993,5157.67,-929.32,3814.1899999999996
105,0.104999,2355,3969992,1764.67,-411.32,1995.1899999999996
106,0.106000,2356,3970993,-4511.33,-5.32,113.1899999999996
107,0.107000,2357,3971993,-15448.33,-485.32,2266.1899999999996
108,0.108000,2358,3972993,-23943.33,-1124.32,2964.1899999999996
109,0.109000,2359,3973993,-19665.33,-247.32,1678.1899999999996
110,0.110000,2360,3974993,-13333.33,-68.32,2128.1899999999996
111,0.111000,2361,3975993,-2232.33,-36.32,3051.1899999999996
112,0.111999,2362,3976992,5724.67,97.68,1565.1899999999996
113,0.113000,2363,3977993,6943.67,-211.32,-137.8100000000004
114,0.114000,2364,3978993,3884.67,742.68,-1081.8100000000004
115,0.115000,2365,3979993,4247.67,1108.68,-2507.8100000000004
116,0.116000,2366,3980993,7943.67,700.68,-3417.8100000000004
