sample_index,micros,ax,ay,az
476,461887081,65,42,4366
477,461887476,74,43,4326
478,461887876,74,43,4326
479,461888264,87,29,4351
480,461888660,87,29,4351
481,461889052,87,29,4351
482,461889447,106,31,4375
483,461889858,106,31,4375
484,461890241,81,38,4361
485,461890640,81,38,4361
486,461891037,81,38,4361
487,461891437,53,38,4367
488,461891832,53,38,4367
489,461892218,48,57,4371
490,461892615,48,57,4371
491,461893026,48,57,4371
492,461893413,13,57,4365
493,461893814,13,57,4365
494,461894195,10,35,4387
495,461894592,10,35,4387
496,461894989,10,35,4387
497,461895389,34,40,4427
498,461895783,34,40,4427
499,461896175,-1,54,4396
500,461896575,-1,54,4396
501,461896995,-1,54,4396
502,461897396,-10,46,4358
503,461897804,-10,46,4358
504,461898191,41,33,4357
505,461898588,41,33,4357
506,461898986,41,33,4357
507,461899375,67,30,4390
508,461899771,67,30,4390
509,461900164,64,49,4398
510,461900546,64,49,4398
511,461900949,64,49,4398
512,461901343,27,57,4329
513,461901742,27,57,4329
514,461902129,27,57,4329
515,461902518,-2,34,4311
516,461902925,-2,34,4311
517,461903331,-3,42,4347
518,461903739,-3,42,4347
519,461904147,-3,42,4347
520,461904536,15,69,4345
521,461904937,15,69,4345
522,461905335,23,66,4345
523,461905742,23,66,4345
524,461906130,23,66,4345
525,461906525,11,51,4374
526,461906920,11,51,4374
527,461907324,41,60,4353
528,461907718,41,60,4353
529,461908118,41,60,4353
530,461908508,72,53,4346
531,461908911,72,53,4346
532,461909303,59,31,4372
533,461909704,59,31,4372
534,461910099,59,31,4372
535,461910502,33,25,4386
536,461910890,33,25,4386
537,461911294,13,41,4419
538,461911682,13,41,4419
539,461912082,13,41,4419
540,461912486,0,58,4400
541,461912878,0,58,4400
542,461913267,20,61,4365
543,461913667,20,61,4365
544,461914064,20,61,4365
545,461914469,52,51,4351
546,461914857,52,51,4351
547,461915252,38,23,4335
548,461915641,38,23,4335
549,461916044,38,23,4335
550,461916439,27,32,4314
551,461916844,27,32,4314
552,461917218,52,50,4312
553,461917620,52,50,4312
554,461918019,52,50,4312
555,461918419,70,57,4345
556,461918806,70,57,4345
557,461919192,72,33,4381
558,461919580,72,33,4381
559,461919980,72,33,4381
560,461920374,49,12,4403
561,461920782,49,12,4403
562,461921169,9,34,4390
563,461921565,9,34,4390
564,461921957,9,34,4390
565,461922357,-20,50,4381
566,461922765,-20,50,4381
567,461923166,-24,55,4371
568,461923555,-24,55,4371
569,461923975,-24,55,4371
570,461924377,-32,41,4346
571,461924785,-32,41,4346
572,461925180,8,25,4358
573,461925575,8,25,4358
574,461925974,8,25,4358
575,461926374,39,34,4379
576,461926768,39,34,4379
577,461927168,40,52,4371
578,461927552,40,52,4371
579,461927957,40,52,4371
580,461928351,49,49,4363
581,461928752,49,49,4363
582,461929146,49,49,4363
583,461929540,39,37,4367
584,461929927,39,37,4367
585,461930333,22,34,4373
586,461930727,22,34,4373
587,461931128,22,34,4373
588,461931518,33,22,4355
589,461931918,33,22,4355
590,461932317,35,24,4347
591,461932718,35,24,4347
592,461933113,35,24,4347
593,461933510,9,44,4368
594,461933904,9,44,4368
595,461934308,22,37,4388
596,461934703,22,37,4388
597,461935102,22,37,4388
598,461935471,37,33,4413
599,461935869,37,33,4413
600,461936258,29,61,4400
601,461936665,29,61,4400
602,461937057,29,61,4400
603,461937464,14,71,4377
604,461937851,14,71,4377
605,461938247,24,68,4388
606,461938648,24,68,4388
607,461939044,24,68,4388
608,461939438,36,69,4369
609,461939838,36,69,4369
610,461940218,57,52,4381
611,461940620,57,52,4381
612,461941026,57,52,4381
613,461941420,60,27,4425
614,461941815,60,27,4425
615,461942207,31,30,4400
616,461942605,31,30,4400
617,461943003,31,30,4400
618,461943397,44,66,4358
619,461943798,44,66,4358
620,461944184,63,57,4340
621,461944578,63,57,4340
622,461944984,63,57,4340
623,461945377,40,27,4341
624,461945772,40,27,4341
625,461946171,36,26,4305
626,461946553,36,26,4305
627,461946949,36,26,4305
628,461947329,26,42,4319
629,461947728,26,42,4319
630,461948129,26,42,4319
631,461948518,22,41,4363
632,461948913,22,41,4363
633,461949318,43,44,4357
634,461949713,43,44,4357
635,461950112,43,44,4357
636,461950502,33,42,4353
637,461950896,33,42,4353
638,461951290,38,31,4358
639,461951683,38,31,4358
640,461952070,38,31,4358
641,461952451,24,58,4390
642,461952840,24,58,4390
643,461953235,12,79,4394
644,461953629,12,79,4394
645,461954029,12,79,4394
646,461954424,46,74,4397
647,461954808,46,74,4397
648,461955182,47,44,4364
649,461955580,47,44,4364
650,461955985,47,44,4364
651,461956380,40,20,4367
652,461956774,40,20,4367
653,461957173,42,22,4387
654,461957558,42,22,4387
655,461957963,42,22,4387
656,461958356,25,29,4366
657,461958755,25,29,4366
658,461959149,35,41,4375
659,461959538,35,41,4375
660,461959931,35,41,4375
661,461960335,51,50,4392
662,461960729,51,50,4392
663,461961129,51,50,4392
664,461961518,69,71,4388
665,461961917,69,71,4388
666,461962317,70,72,4369
667,461962717,70,72,4369
668,461963112,70,72,4369
669,461963515,25,50,4337
670,461963904,25,50,4337
671,461964309,6,45,4304
672,461964703,6,45,4304
673,461965103,6,45,4304
674,461965495,23,45,4345
675,461965895,23,45,4345
676,461966293,13,52,4387
677,461966694,13,52,4387
678,461967081,13,52,4387
679,461967482,0,46,4384
680,461967876,0,46,4384
681,461968271,20,50,4405
682,461968665,20,50,4405
683,461969037,20,50,4405
684,461969418,37,56,4399
685,461969818,37,56,4399
686,461970204,40,42,4381
687,461970601,40,42,4381
688,461971004,40,42,4381
689,461971396,20,49,4362
690,461971792,20,49,4362
691,461972184,-4,64,4327
692,461972589,-4,64,4327
693,461972999,-4,64,4327
694,461973401,19,63,4343
