sample_index,micros,ax,ay,az
28502,62057383,1494,-579,6487
28503,62057785,-2989,-1167,3653
28504,62058197,-2989,-1167,3653
28505,62058608,-2989,-1167,3653
28506,62059029,1249,-785,3046
28507,62059432,1249,-785,3046
28508,62059835,7937,98,3600
28509,62060225,7937,98,3600
28510,62060621,7937,98,3600
28511,62061012,9040,837,2304
28512,62061415,9040,837,2304
28513,62061812,6069,866,882
28514,62062209,6069,866,882
28515,62062597,6069,866,882
28516,62063004,5193,686,1426
28517,62063398,5193,686,1426
28518,62063791,4618,790,4233
28519,62064180,4618,790,4233
28520,62064576,4618,790,4233
28521,62064970,2314,913,7288
28522,62065371,2314,913,7288
28523,62065766,2168,725,7927
28524,62066167,2168,725,7927
28525,62066563,2168,725,7927
28526,62066959,311,411,7262
28527,62067347,311,411,7262
28528,62067743,-4419,545,6993
28529,62068154,-4419,545,6993
28530,62068563,-4419,545,6993
28531,62068960,-7148,1090,6918
28532,62069363,-7148,1090,6918
28533,62069772,-5752,1661,6477
28534,62070180,-5752,1661,6477
28535,62070585,-5752,1661,6477
28536,62070992,-5560,1719,5836
28537,62071397,-5560,1719,5836
28538,62071804,-9009,1406,5217
28539,62072208,-9009,1406,5217
28540,62072617,-9009,1406,5217
28541,62073019,-11046,1197,4816
28542,62073435,-11046,1197,4816
28543,62073833,-10391,778,5521
28544,62074243,-10391,778,5521
28545,62074648,-10391,778,5521
28546,62075060,6651,-1460,448
28547,62075463,6651,-1460,448
28548,62075865,24913,-1549,-5001
28549,62076271,24913,-1549,-5001
28550,62076687,24913,-1549,-5001
28551,62077098,22459,-651,-1331
28552,62077517,22459,-651,-1331
28553,62077913,-17028,-1279,2306
28554,62078339,-17028,-1279,2306
28555,62078751,-31065,-389,2644
28556,62079169,-31065,-389,2644
28557,62079582,-31065,-389,2644
28558,62079999,1121,-348,6369
